Codigo;CodBarras;Descripcion;exisMerida;exisCaracas;Marca;Precio;Oferta;Grupo;Vence;Principio;Escala;DescXEscala;Bonifica;CantBonifica
890123;8904306502270;PROVATOR 40 mg TAB  X 100 PRISM;61;48;PRISM;47.70;47.70;MEDICAMENTOS;2024-07-25;ATORVASTATINA ;0.00;0.00;0.000;0.000
890120;8904306502379;PROVEN 75MG X 100 TAB PRISM;69;47;PRISM;63.60;63.60;MEDICAMENTOS;2024-07-25;VENLAFAXINA (75 mg);0.00;0.00;0.000;0.000
94418;7594001100164;PROVIM GRAG X 20 PLUSANDEX;81;355;PLUSANDEX;16.35;15.53;MEDICAMENTOS;2024-03-25;MULTIVITAMINICO ;30.00;3.00;0.000;0.000
890133;8904306502133;PROXETINE 20 MG X 100 TAB PRISM;66;48;PRISM;28.61;28.61;MEDICAMENTOS;2024-07-25;FLUOXETINA (20 mg);0.00;0.00;0.000;0.000
11977;7591585119773;PROXIME 750MG X 5 CR LETI;482;238;LETI;37.75;37.75;MEDICAMENTOS;2027-11-25;LEVOFLOXACINA;0.00;0.00;0.000;0.000
259854;7591012048003;PSORIASIMED (CREMA PSORIASIS) 30 G LYA;61;137;LYA;12.67;11.40;PATENTADOS NATURALES;2023-11-25;AREA-ACIDO SALICILICO-DEXAMENTASONA ;1.00;10.00;0.000;0.000
11719;7591585117199;PULMOLET 1MG/ML SUSP P/NEBU X 15ML GENVEN;907;81;GENVEN;21.74;21.74;MEDICAMENTOS;2023-12-25;BUDESONIDA ;0.00;0.00;0.000;0.000
145402;7703763661060;PULMOLIX 600MG X10 SOBRES VEN PHARMETIQUE;2545;1418;PHARMETIQUE;44.28;44.28;MEDICAMENTOS;2023-11-25;N-ACETILCISTEINA;0.00;0.00;0.000;0.000
50137;854688003293;PURE BANANA MANZANA 90G S/AZUCAR(COMPOTA)MAH!;30;20;MAH;4.58;4.58;ALIMENTOS;2022-09-25;;0.00;0.00;0.000;0.000
50136;854688003330;PURE MANGO MANZANA 90G S/AZUCAR (COMPOTA)MAH!;19;29;MAH;4.58;4.58;ALIMENTOS;2022-10-25;;0.00;0.00;0.000;0.000
50135;854688003286;PURE MANZANA 90G S/AZUCAR (COMPOTA) MAH!;24;29;MAH;4.58;4.58;ALIMENTOS;2022-09-25;;0.00;0.00;0.000;0.000
50134;854688003309;PURE PERA-MANZANA 90G S/AZUCAR (COMPOTA) MAH!;24;43;MAH;4.58;4.58;ALIMENTOS;2022-09-25;;0.00;0.00;0.000;0.000
15874;7707355054995;QUANOX 0,6% SOL. ORAL GOTAS 5ML MEYER;1498;308;MEYER;11.67;5.84;MEDICAMENTOS;2022-07-25;IVERMECTINA ;0.00;0.00;1.000;1.000
100030;7501384545680;QUETIAPINA 100 MG 30 TAB PSICOFARMA;3;1;PSICOFARMA;59.68;59.68;MEDICAMENTOS;NULL;QUETIAPINA ;0.00;0.00;0.000;0.000
545697;7501384545697;QUETIAPINA 100 MG 60 TAB PSICOFARMA;3;0;PSICOFARMA;106.83;106.83;MEDICAMENTOS;2022-07-25;QUETIAPINA ;0.00;0.00;0.000;0.000
692885;6921875010885;QUETIAPINA 50MG X 10 TAB KMPLUS;1;544;KMPLUS;11.56;10.17;MEDICAMENTOS;NULL;QUETIAPINA ;12.00;12.00;0.000;0.000
7561;7592430000161;QUINCHONCHO  X 60 CAP  NATURAL PREMIUM;1;8;NATURAL PREMIUM;25.60;25.60;PATENTADOS NATURALES;2023-03-25;CAJANUS CAJAN;0.00;0.00;0.000;0.000
00201;7592946000099;QUINCHONCHO CAPSULA X 90 ARCO IRIS;28;73;ARCO IRIS;23.63;21.27;PATENTADOS NATURALES;2024-09-25;CAJANUS CAJAN;1.00;10.00;0.000;0.000
10966;7591196002273;QUINOCORT SUSP OFTALMICA X 5ML OFTALMI;97;0;OFTALMI;17.42;17.42;MEDICAMENTOS;2023-07-25;CIPROFLOXACINA -DEXAMETASONA;0.00;0.00;0.000;0.000
10967;7591196000439;QUINOFTAL SOL OFTALMICA X 5ML OFTALMI;104;184;OFTALMI;17.00;15.30;MEDICAMENTOS;2024-01-25;CIPROFLOXACINA HCI;1.00;10.00;0.000;0.000
10968;7591196003416;QUINOMAX 0.50% SOL OFTALMICA X 5ML OFTALMI;316;391;OFTALMI;16.94;16.94;MEDICAMENTOS;2023-10-25;MOXIFLOXACINA;0.00;0.00;0.000;0.000
10970;7591196000637;QUINOTIC HC SUSP OTICA X 5ML OFTALMI;0;4184;OFTALMI;21.61;21.61;MEDICAMENTOS;NULL;CIPROFLOXACINA HCI + HIDROCORTISONA;0.00;0.00;0.000;0.000
10969;7591196000620;QUINOTIC SOL OTICA X 5ML OFTALMI;6;0;OFTALMI;17.21;17.21;MEDICAMENTOS;NULL;CIPROFLOXACINA ;0.00;0.00;0.000;0.000
25966;7591012040007;QUITACALLOS 8 G LYA;153;102;LYA;8.71;7.40;MISCELANEOS;2025-02-25;ACIDO SALICILICO ;1.00;15.00;0.000;0.000
14498;7592946012801;RABANO YODADO JBE X 120ML ARCO IRIS;53;87;ARCO IRIS;18.29;16.46;PATENTADOS NATURALES;2022-11-25;RABANO RUSTICUM ;1.00;10.00;0.000;0.000
00267;7591619520537;RAMIPRES 5 MG X 30 COMP KLINOS;0;256;KLINOS;28.55;28.55;MEDICAMENTOS;NULL;RAMIPRIL;0.00;0.00;0.000;0.000
00266;7591619520544;RAMIPRES HCT  2,5 MG/ 12,5 M X 30 COMP KLINOS;103;193;KLINOS;16.88;16.88;MEDICAMENTOS;2023-08-25;HIDROCLOROTIAZIDA -RAMIPRIL;0.00;0.00;0.000;0.000
692650-1;6921875009650;RANITIDINA 50MG X 10 AMP KMPLUS;86;288;KMPLUS;8.57;7.54;MEDICAMENTOS;2022-08-25;RANITIDINA ;12.00;12.00;0.000;0.000
97254;7595180000542;RECOLECTOR DE ORINA X 120;38;4;J-MANOL PLAST;76.44;76.44;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
16596;7750215009635;REDOZINC (VIT C+ZINC)TAB EFERV X 100 PORTUGAL;35;29;PORTUGAL;194.68;165.48;MEDICAMENTOS;2024-09-25;ACIDO ASCORBICO+ZINC;1.00;15.00;0.000;0.000
26810;7591818116067;REDUBEN 100MG TAB X 10 COFASA;1574;295;COFASA;20.67;18.60;MEDICAMENTOS;2023-07-25;NIMESULIDE;1.00;10.00;0.000;0.000
72293;7591651722937;REFLUXYL SUSPENSION X 120ML ZUOZ;814;89;ZUOZ;35.22;35.22;MEDICAMENTOS;2023-11-25;BICARBONATO DE SODIO+ALGINATO DE SODIO;0.00;0.00;0.000;0.000
21027;7591821210271;REGULIP 10MG TAB REC X 10 FARMA;0;272;FARMA;15.42;14.49;MEDICAMENTOS;2022-09-25;ROSUVASTATINA ;1.00;6.00;0.000;0.000
90373;7591821903739;REGULIP 10MG TAB REC X 30 FARMA;24;15;FARMA;46.24;39.30;MEDICAMENTOS;2023-04-25;ROSUVASTATINA ;3.00;15.00;0.000;0.000
31233;7592637398535;REHIDROSOL FRAMBUESA 600ML BEHRENS;132;50;BEHRENS;15.64;15.64;MEDICAMENTOS;2024-03-25;SALES REHIDRATACION;0.00;0.00;0.000;0.000
31230;7592637397415;REHIDROSOL FRESA 600ML BEHRENS;139;56;BEHRENS;15.64;15.64;MEDICAMENTOS;2024-02-25;SALES REHIDRATACION;0.00;0.00;0.000;0.000
31232;7592637398528;REHIDROSOL MANZANA 600ML BEHRENS;144;57;BEHRENS;16.47;16.47;MEDICAMENTOS;2024-03-25;SALES REHIDRATACION;0.00;0.00;0.000;0.000
31231;7592637398443;REHIDROSOL UVA 600ML BEHRENS;144;50;BEHRENS;15.64;15.64;MEDICAMENTOS;2024-03-25;SALES REHIDRATACION;0.00;0.00;0.000;0.000
968550;18904187883892;REMDESIVIR 100MG AMP P&M;0;100;CASA DE REPRESENTACION FARMACE;254.35;254.35;INYECTABLES;2024-03-25;LYOPHILIZED;0.00;0.00;0.000;0.000
471020;4780015649673;REMDESSA 100MG AMP ( REMDESIVIR);89;94;JURABEK;190.79;190.79;INYECTABLES;2023-09-25;LYOPHILIZED;0.00;0.00;0.000;0.000
65211;7598431000018;REMIVIR (REMDESIVIR) 100MG AMP VINCENTI;0;16;VINCENTI;413.37;413.37;INYECTABLES;NULL;LYOPHILIZED;0.00;0.00;0.000;0.000
36958;8904159613673;RENANGIO 80MG X 10 TAB ZORIAK;419;0;ZORIAK;14.28;8.57;MEDICAMENTOS;2023-06-25;TELMISARTAN;1.00;40.00;0.000;0.000
43235;7593434000942;RHELEN ACEITE CREMOSO DE ARNICA 250ML;1;0;INTERVIT;11.45;11.45;MISCELANEOS;2024-10-25;;0.00;0.00;0.000;0.000
16691;7593434001284;RHELEN ANTITR. POWER BLOCK ROLL ON CABALLERO;12;0;INTERVIT;5.72;5.72;MISCELANEOS;2024-02-25;;0.00;0.00;0.000;0.000
16689;7593434001352;RHELEN ANTITRANSPIRANT VENUS ROLL ON DAMA 90g;12;0;INTERVIT;5.72;5.72;MISCELANEOS;2023-11-25;;0.00;0.00;0.000;0.000
16688;7593434001291;RHELEN ANTITRASP. FRESH FEM ROLL ON DAMA 90GR;9;0;INTERVIT;5.72;5.72;MISCELANEOS;2024-03-25;;0.00;0.00;0.000;0.000
43240;7593434000423;RHELEN ARNICA SPRAY X 120ML;18;15;INTERVIT;8.90;8.90;MISCELANEOS;2024-12-25;;0.00;0.00;0.000;0.000
43241;7593434002755;RHELEN ARNIICA KIDS ROLL ON 90CC INTERVIT;2;10;INTERVIT;6.05;6.05;MISCELANEOS;NULL;ARNICA;0.00;0.00;0.000;0.000
67703;7593434001321;RHELEN BABY BAÑO LIQUIDO 120 ML;5;0;INTERVIT;6.36;6.36;MISCELANEOS;2024-08-25;;0.00;0.00;0.000;0.000
67788;7593434001307;RHELEN BABY BAÑO LIQUIDO 240 ML;2;0;INTERVIT;7.96;7.96;MISCELANEOS;2024-08-25;;0.00;0.00;0.000;0.000
16694;7593434001109;RHELEN BABY CREMA DERMOPROTECTORA 50ML;12;0;INTERVIT;7.64;7.64;MISCELANEOS;2024-09-25;;0.00;0.00;0.000;0.000
6361;7593434001079;RHELEN BAÑO D/CREMA S/SAL CAYENA/VIT E 250ML;11;0;INTERVIT;10.81;10.81;MISCELANEOS;2024-05-25;;0.00;0.00;0.000;0.000
67710;7593434001062;RHELEN BAÑO/CREMA S/SAL SABILA/COLAGENO 250ML;7;0;INTERVIT;11.45;11.45;MISCELANEOS;2024-05-25;;0.00;0.00;0.000;0.000
67706;7593434002724;RHELEN BODY CARE FRESH 120 ML;10;0;INTERVIT;7.32;7.32;MISCELANEOS;2023-08-25;;0.00;0.00;0.000;0.000
67722;7593434001130;RHELEN BODY CARE TROPICAL 250 ML;5;0;INTERVIT;8.27;8.27;MISCELANEOS;2024-08-25;;0.00;0.00;0.000;0.000
43236;7593434001147;RHELEN CREMA CORPORAL DE ARNICA 250ML;0;25;INTERVIT;11.45;11.45;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
43237;7593434000829;RHELEN CREMA NUTRITIVA C/VIT E 400ML;36;27;INTERVIT;11.77;11.77;MISCELANEOS;2024-11-25;;0.00;0.00;0.000;0.000
67708;7593434001260;RHELEN CREMA REFRESCANTE PARA LOS PIES 250 GR;10;0;INTERVIT;14.31;14.31;MISCELANEOS;2024-09-25;;0.00;0.00;0.000;0.000
67716;7593434001192;RHELEN POST- TRATAM REVITALIZANTE S/SAL 400ML;3;0;INTERVIT;10.81;10.81;MISCELANEOS;2024-02-25;;0.00;0.00;0.000;0.000
67721;7593434001222;RHELEN POST-TRATAM REESTRUCTURANT S/SAL 250ML;3;0;INTERVIT;7.63;7.63;MISCELANEOS;2024-06-25;;0.00;0.00;0.000;0.000
67720;7593434001246;RHELEN POST-TRATAM REVITALIZANTE S/SAL 250ML;3;0;INTERVIT;7.63;7.63;MISCELANEOS;2024-08-25;;0.00;0.00;0.000;0.000
67715;7593434001161;RHELEN PRE- TRATAM REESTRUCTURANT S/SAL 400ML;12;0;INTERVIT;14.62;14.62;MISCELANEOS;2024-09-25;;0.00;0.00;0.000;0.000
67718;7593434001185;RHELEN PRE- TRATAM REVITALIZANTE S/SAL 400ML;14;0;INTERVIT;14.62;14.62;MISCELANEOS;2024-09-25;;0.00;0.00;0.000;0.000
67719;7593434001215;RHELEN PRE-TRATAM REESTRUCTURANTE S/SAL 250ML;13;0;INTERVIT;9.54;9.54;MISCELANEOS;2023-11-25;;0.00;0.00;0.000;0.000
67712;7593434001239;RHELEN PRE-TRATAM REVITALIZANTE S/SAL 250ML;14;0;INTERVIT;9.54;9.54;MISCELANEOS;2024-08-25;;0.00;0.00;0.000;0.000
67707;7593434000782;RHELEN S/SAL CRE P/PEINAR SABIL/COLAGEN 300ML;5;0;INTERVIT;8.58;8.58;MISCELANEOS;2024-02-25;;0.00;0.00;0.000;0.000
16706;7593434000751;RHELEN S/SAL CRE. P/PEINAR CAYE Y VIT E 150ML;4;0;INTERVIT;6.36;6.36;MISCELANEOS;2024-03-25;;0.00;0.00;0.000;0.000
16707;7593434000768;RHELEN S/SAL CRE. P/PEINAR COLAGEN/ALOE 150ML;4;0;INTERVIT;6.36;6.36;MISCELANEOS;2024-06-25;;0.00;0.00;0.000;0.000
67711;7593434000775;RHELEN S/SAL CREM P/PEINAR CAYENA/VIT E 300ML;4;0;INTERVIT;7.63;7.63;MISCELANEOS;2024-04-25;;0.00;0.00;0.000;0.000
11445;7594000491669;RIDAL 1 MG X 20 COMP ROEMMERS;82;65;ROEMMERS;15.58;15.58;MEDICAMENTOS;2024-09-25;RISPERIDONA ;0.00;0.00;0.000;0.000
15889;7594000490617;RIDAL 2 MG X 20 COMP ROWE;8;87;ROEMMERS;18.17;18.17;MEDICAMENTOS;NULL;RISPERIDONA ;0.00;0.00;0.000;0.000
15596;7594000490624;RIDAL 3 MG X 20 COMP ROEMMERS;2;0;ROEMMERS;25.95;25.95;MEDICAMENTOS;NULL;RISPERIDONA ;0.00;0.00;0.000;0.000
553724;7591585119032;RIFAMIX 550 MG X 10 COMP REC LETI;0;39;LETI;76.57;76.57;MEDICAMENTOS;NULL;RIFAXIMINA ;0.00;0.00;0.000;0.000
80232;7591821802322;RINARIS 5MG-60MG TAB REC X 10 FARMA;1177;166;FARMA;13.63;13.63;MEDICAMENTOS;2024-02-25;LORATADINA -PSEUDOEFEDRINA;0.00;0.00;0.000;0.000
759075;7597767000075;RINGER LACTATO SOL 500ML I.V. BALKER;1226;717;BALKER;12.72;12.72;INYECTABLES;NULL;RINGER LACTATO;0.00;0.00;0.000;0.000
04501;7597285000076;RINGER LACTATO SOL 500ML IPS;7;0;IPS;9.54;9.54;INYECTABLES;NULL;RINGER LACTATO;0.00;0.00;0.000;0.000
90117;7591821901179;RINOLAST  120MG TAB REC X 10 FARMA;312;21;FARMA;20.44;20.44;MEDICAMENTOS;NULL;FEXOFENADINA ;0.00;0.00;0.000;0.000
90137;7591821901377;RINOLAST D 30-30MG/ 5ML  SUSP X 120 ML FARMA;453;100;FARMA;27.26;23.44;MEDICAMENTOS;2024-02-25;FEXOFENADINA -PSEUDOEFEDRINA (30 mg - 30 mg / 5 ml);1.00;14.00;0.000;0.000
10971;7591196000682;RINOMAX SOL NASAL X 15ML OFTALMI;2;1;OFTALMI;15.88;15.88;MEDICAMENTOS;NULL;KANAMICINA-CLORFENIRAMINA-FENILEFRINA;0.00;0.00;0.000;0.000
845106;7591243845105;RINOT 325MG+32MG+4MG X 12 CAP BIOTECH;268;190;BIOTECH;13.63;12.95;MEDICAMENTOS;2024-07-25;ACETAMINOFEN+CAFEINA+CLORFENIRAMINA;1.00;5.00;0.000;0.000
94360;7591619518589;RISPERID 2 MG X 30 TAB ROEMMERS;1;5;ROEMMERS;24.67;24.67;MEDICAMENTOS;NULL;RISPERIDONA ;0.00;0.00;0.000;0.000
90100;7591519009255;RISPERIDONA 2 MG X 20 TAB CALOX;160;59;CALOX;16.22;15.41;MEDICAMENTOS;2025-10-25;RISPERIDONA ;15.00;5.00;0.000;0.000
750582;7501384506582;RISPERIDONA 2 MG X 20 TAB CCM;0;3;PSICOFARMA;11.91;11.91;MEDICAMENTOS;NULL;RISPERIDONA ;0.00;0.00;0.000;0.000
210557;7598252101703;RIVAROXABAN 15MG X 30 TAB DISTRILAB;160;127;DISTRILAB;85.92;73.03;MEDICAMENTOS;2024-02-25;RIVAROXABAN;1.00;15.00;0.000;0.000
210558;7598252101697;RIVAROXABAN 20MG X 30 TAB DISTRILAB;146;103;DISTRILAB;103.10;87.64;MEDICAMENTOS;2024-05-25;RIVAROXABAN;1.00;15.00;0.000;0.000
145380;7703763638208;RIXIGAL 100MG/5ML FCO 100ML LA SANTE;124;0;LA SANTE;58.24;49.50;MEDICAMENTOS;2023-09-25;RIFAXIMINA ;1.00;15.00;0.000;0.000
145473;7703763306640;RIXIGAL 400MG X 6 TAB REC VEN LA SANTE;313;572;LA SANTE;72.99;65.69;MEDICAMENTOS;2023-08-25;RIFAXIMINA ;1.00;10.00;0.000;0.000
142635;7703763359004;ROSUVASTATINA 10MG X 10 TAB REC  LA SANTE;297;325;LA SANTE;12.41;10.55;MEDICAMENTOS;2023-07-25;ROSUVASTATINA ;1.00;15.00;0.000;0.000
20538;;ROSUVASTATINA 20MG X 10 TAB (BLISTER) FAHD;0;6;FAHD;4.71;4.71;MEDICAMENTOS;NULL;ROSUVASTATINA ;0.00;0.00;0.000;0.000
142637;7703763895779;ROSUVASTATINA 20MG X 10 TAB REC  LA SANTE;234;850;LA SANTE;13.80;11.04;MEDICAMENTOS;2023-10-25;ROSUVASTATINA ;1.00;20.00;0.000;0.000
20538-1;18906043090567;ROSUVASTATINA 20MG X 100  TAB  FAHD;15;951;FAHD;54.89;54.89;MEDICAMENTOS;2023-10-25;ROSUVASTATINA ;0.00;0.00;0.000;0.000
720242;720524031242;ROSUVASTATINA 20MG X 30 TAB LATTAN;200;193;LATTAN;33.12;29.81;MEDICAMENTOS;2022-12-25;ROSUVASTATINA ;1.00;10.00;0.000;0.000
890743;8904210705743;ROSUVASTATINA 40MG X 30 TAB OB MEDICAL;0;2;OB MEDICAL;35.14;35.14;MEDICAMENTOS;NULL;ROSUVASTATINA ;0.00;0.00;0.000;0.000
14150;7591619518190;ROVARTAL 10MG X 30 COMP ROWE;24;39;ROWE;29.85;29.85;MEDICAMENTOS;2024-07-25;ROSUVASTATINA ;0.00;0.00;0.000;0.000
16102;7591619518213;ROVARTAL 40MG X 30 COMP ROWE;18;21;ROWE;49.32;49.32;MEDICAMENTOS;2024-07-25;ROSUVASTATINA ;0.00;0.00;0.000;0.000
32670;7591619000626;ROWELUK 10 MG X 10 COMP ROWE;1355;0;ROWE;11.69;11.69;MEDICAMENTOS;2024-04-25;MONTELUKAST;0.00;0.00;0.000;0.000
18250;7592710001048;SABEMIEL CEBOLLA MORADA 180ML DROVENPLUS;184;70;DROVENPLUS;9.86;9.86;PATENTADOS NATURALES;2024-06-25;;0.00;0.00;0.000;0.000
18253;7592710001031;SABEMIEL EUCALIPTO 180ML DROVENPLUS;233;230;DROVENPLUS;9.87;9.87;PATENTADOS NATURALES;2024-02-25;;0.00;0.00;0.000;0.000
18251;7592710001062;SABEMIEL PLUS 180ML DROVENPLUS;0;164;DROVENPLUS;9.86;9.86;PATENTADOS NATURALES;NULL;;0.00;0.00;0.000;0.000
18252;7592710001055;SABEMIEL SABILA JENGIBRE 180ML DROVENPLUS;262;198;DROVENPLUS;9.86;9.86;PATENTADOS NATURALES;2024-02-25;;0.00;0.00;0.000;0.000
16296;7597134000615;SABILA CAP X 10 LA ABEJITA;80;46;LA ABEJITA;4.71;4.71;PATENTADOS NATURALES;2024-03-25;SABILA;0.00;0.00;0.000;0.000
20210;7596139000033;SABILA JARABE NATURAL 120ML(TOS Y GRIPE) SOMA;49;33;SOMA;15.83;13.46;PATENTADOS NATURALES;2023-12-25;SABILA;2.00;15.00;0.000;0.000
16297;7597134000622;SABILINAZ  CAP X 10 LA ABEJITA;79;20;LA ABEJITA;5.29;5.29;PATENTADOS NATURALES;2024-03-25;SABILA+LINAZA;0.00;0.00;0.000;0.000
770922;7709835427343;SACAPUNTA CON ENVASE NEGRO E.M.E;0;3;E.M.E;12.90;12.90;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
30163;7592368001889;SAL DE EPSON (SUL. DE MAGNESIO) 20G FSI;79;0;FSI;4.28;3.94;PATENTADOS NATURALES;2024-01-25;;1.00;8.00;0.000;0.000
71359;7591012919198;SAL DE EPSON 20 G LYA;122;77;LYA;4.36;3.92;PATENTADOS NATURALES;NULL;SULFATO DE MAGNESIO ;1.00;10.00;0.000;0.000
04081;7591616001619;SAL DE EPSON 20GR BIOFARCO;108;37;BIOFARCO;5.08;4.06;PATENTADOS NATURALES;2025-02-25;SULFATO DE MAGNESIO ;1.00;20.00;0.000;0.000
25915;7591012017009;SAL DE FRUTAS  (3 SOBRES) LYA;132;114;LYA;7.13;6.06;MEDICAMENTOS;NULL;BICARBONATO-ACIDO CITRICO;1.00;15.00;0.000;0.000
9038;7591616001633;SAL DE HIGUERA 20GR BIOFARCO;295;130;BIOFARCO;5.08;4.06;PATENTADOS NATURALES;2025-02-25;SAL DE HIGUERA;1.00;20.00;0.000;0.000
36591;7592141000962;SAL DE HIGUERA 25 GR FINE CHEMICALS;3063;0;FINE CHEMICALS;6.63;6.63;PATENTADOS NATURALES;2023-07-25;SAL DE HIGUERA;0.00;0.00;0.000;0.000
1264;7594001452263;SAL DE HIGUERA X 25 GRS RECETTEMARK;36;2;RECETTEMARK;6.25;6.25;PATENTADOS NATURALES;2023-04-25;ACIDO BORICO;0.00;0.00;0.000;0.000
30165;7592368001919;SAL DE HIGUERA(SUL.DE MAGNESIO) 20G  FSI;12;0;FSI;4.28;3.94;PATENTADOS NATURALES;NULL;SAL DE HIGUERA;1.00;8.00;0.000;0.000
30164;7592368002299;SAL DE HIGUERA(SUL.DE MAGNESIO)100G X 12 UND;6;0;FSI;135.94;115.55;PATENTADOS NATURALES;NULL;SAL DE HIGUERA;1.00;15.00;0.000;0.000
37137;8904091127993;SALBUBECLO 100MCG-50MCG/DOSIS SUSP 200DOSIS;66;0;GLENMARK;138.38;103.79;MEDICAMENTOS;2022-11-25;BECLOMETASONA -SALBUTAMOL;1.00;25.00;0.000;0.000
47128;795853122244;SALBUTAMOL AER.100MCG/DOSIS -200DOSIS BIUMAK;137;42;BIUMAK PHARMACEUTICALS;28.61;28.61;MEDICAMENTOS;2024-04-25;SALBUTAMOL ;0.00;0.00;0.000;0.000
65616;7703038065616;SALBUTAMOL JARABE 120ML LAPROFF;0;70;LAPROFF;9.88;8.89;MEDICAMENTOS;NULL;SALBUTAMOL ;1.00;10.00;0.000;0.000
021287;7468191032294;SALBUTAMOL SOL GOTAS P/INH INMENOL;0;1;INMENOL INDUSTRIAL LABORATORIO;20.70;20.70;MEDICAMENTOS;NULL;SALBUTAMOL ;0.00;0.00;0.000;0.000
10972;7591196002303;SALBUTAMOL SOL P/INH X 15ML OFTALMI;1560;380;OFTALMI;24.11;24.11;MEDICAMENTOS;2025-01-25;SALBUTAMOL ;0.00;0.00;0.000;0.000
000039;7593668000039;SALIDER ACID SALICI 120ML 1% LOC FACIAL PASO2;202;201;AVILA PHARM;21.65;21.65;MISCELANEOS;2026-05-25;;0.00;0.00;0.000;0.000
759046;7593668000046;SALIDER ACID SALICI 120ML 1% SOL FACIAL PASO1;203;187;AVILA PHARM;17.18;17.18;MISCELANEOS;2026-05-25;;0.00;0.00;0.000;0.000
759015;7593668000015;SALIDER ACIDO SALICIL 20G 2% GEL FACIAL AVILA;175;179;AVILA PHARM;13.06;13.06;MISCELANEOS;2026-05-25;;0.00;0.00;0.000;0.000
35003;8699525528148;SALRES 100MCG/DOZ 200 DOSIS;73;89;DEVA;24.36;24.36;MEDICAMENTOS;2023-01-25;SALBUTAMOL ;0.00;0.00;0.000;0.000
81128;7591062010210;SAVER 500MG CO X 5 ELMOR;1;238;ELMOR;17.05;16.03;MEDICAMENTOS;NULL;AZITROMICINA;1.00;6.00;0.000;0.000
169673;7592946169673;SAW PALMETTO X 60TAB ARCOIRIS;48;112;ARCO IRIS;35.87;32.28;MEDICAMENTOS;2023-05-25;SAW PALMETTO-VITAMINA E-OXIDO DE ZINC-LEVADURA DE SELENIO;1.00;10.00;0.000;0.000
94865;7591241846609;SAX SOLUCION FCO X 135ML C/CANULA VAG BIOTECH;17;101;BIOTECH;14.53;13.80;MEDICAMENTOS;2024-09-25;ACIDO ACETICO ;1.00;5.00;0.000;0.000
04230;7591241846647;SAXACID DUCHA VAG 135ML C/CANULA BIOTECH;119;162;NATURISSIMA;13.50;12.83;MEDICAMENTOS;2023-07-25;ACIDO BORICO;1.00;5.00;0.000;0.000
7301002;7591519003918;SECNIDAZOL 1G X 2 TAB CALOX;243;267;CALOX;10.23;10.23;MEDICAMENTOS;2024-11-25;SECNIDAZOL ;0.00;0.00;0.000;0.000
99854;7591020008181;SECNIDAZOL 1G X 2 TAB GENCER;4;0;GENCER;10.56;9.82;MEDICAMENTOS;NULL;SECNIDAZOL ;1.00;7.00;0.000;0.000
47101;7592616471013;SECNIDAZOL 500 MG X 4 TAB  KIMICEG;873;213;KIMICEG;9.61;8.94;MEDICAMENTOS;2023-10-25;SECNIDAZOL ;1.00;7.00;0.000;0.000
02473;7592601100836;SEDIVAL TAB X 30 MEYER;268;222;MEYER;35.70;30.35;MEDICAMENTOS;2023-11-25;VALERIANA;1.00;15.00;0.000;0.000
759717;75971717;SELENIL CONTROL GRASA 108 ML (3.7 OZ) VI;22;54;VITA C.A.;22.20;22.20;MISCELANEOS;2023-11-25;ACIDO SALICILICO ;0.00;0.00;0.000;0.000
759724;75971724;SELENIL HIDRATACION 108 ML (3.7 OZ) VIT;10;50;VITA C.A.;22.20;22.20;MISCELANEOS;NULL;ACIDO SALICILICO ;0.00;0.00;0.000;0.000
69865;7592141001068;SEN HOJAS 5GR FINE CHEMICALS;766;0;FINE CHEMICALS;8.60;8.60;PATENTADOS NATURALES;2023-06-25;;0.00;0.00;0.000;0.000
1265;7594001452270;SEN X10 GRS RECETTEMARK;104;68;RECETTEMARK;7.71;7.71;PATENTADOS NATURALES;2023-09-25;ACIDO BORICO;0.00;0.00;0.000;0.000
759731;75971731;SENSITIVE TRAT. CAPIL. ANTICASPA INTESIV 108M;60;63;VITA C.A.;21.89;21.89;MISCELANEOS;2023-06-25;;0.00;0.00;0.000;0.000
17596;7594000491027;SERLINE 100MG X 10 COMP KLINOS;22;18;KLINOS;28.55;28.55;MEDICAMENTOS;2023-02-25;SERTRALINA ;0.00;0.00;0.000;0.000
69857;7594000490655;SERLINE 50MG X 10 COMP KLINOS;8;89;KLINOS;15.58;15.58;MEDICAMENTOS;2024-02-25;SERTRALINA ;0.00;0.00;0.000;0.000
770959;7702605103959;SERTRALINA 100MG X 10 TAB GENFAR;1;308;GENFAR;12.14;12.14;MEDICAMENTOS;2024-03-25;SERTRALINA ;0.00;0.00;0.000;0.000
12301;7591519007183;SERTRALINA 50MG X 10 TAB CALOX;386;107;CALOX;11.06;10.51;MEDICAMENTOS;2024-12-25;SERTRALINA ;15.00;5.00;0.000;0.000
140518;7703763190164;SERTRALINA 50MG X 10 TAB ELTER;965;476;LA SANTE;9.39;7.04;MEDICAMENTOS;2023-11-25;SERTRALINA ;1.00;25.00;0.000;0.000
720181;720524031181;SERTRALINA 50MG X 10 TAB LATTAN;782;390;LATTAN;12.42;11.18;MEDICAMENTOS;2023-12-25;SERTRALINA ;1.00;10.00;0.000;0.000
